id,law_type,year,state,sentence,length,start_page,end_page,jim_crow,Notes,Labeler
18920407,Acts,1892,SOUTH CAROLINA,"It shall be the duty of the Sheriffs, Deputy Sheriffs and Constables having notice of the violation of any of the provisions of this Act to notify the Circuit Solicitor of the fact of such violation, and to furnish him the names of any wit- nesses within their knowledge by whom such violation can be proven.",308,119,119,0,,Morgan
18920408,Acts,1892,SOUTH CAROLINA,"lf any such officer shall willfully fail to comply with the provisions of this Section, he shall, upon conviction, be fined in a sum not less than one hundred dollars nor more than five hundred dollars, and such conviction shall be a forfeiture of the office held by such person; and the Court before whom such conviction is had shall, in addition to the imposition of the fine aforesaid, order and adjudge the forfeiture of his said office.",441,119,119,0,,Morgan
18920409,Acts,1892,SOUTH CAROLINA,"No person shall knowingly bring into this State, or knowingly transport from place to place within this State, by wagon, cart or other vehicle, or by any other means or mode of carriage, any intoxicating liquors with the intent to sell the same in this State in violation of law, or with intent that the same shall be sold by any other person, or to aid any other person in such sale, under a penalty of five hundred dollars and costs for each offense, and in addition thereto shall be imprisoned in the County jail for one year.",529,119,119,0,,Morgan
18920410,Acts,1892,SOUTH CAROLINA,In default of payment of said fine and costs the party shall suffer an additional imprisonment of one year.,107,119,119,0,,Morgan
18920411,Acts,1892,SOUTH CAROLINA,"Any servant, agent or employee of any railroad corporation, or of any express company, or of any persons, corporations or associations, doing business in this State as common carriers, who shall remove any intoxicating liquors from any railroad car, vessel or other vehicle of transportation, at any place other than the usual and established stations, wharves, depots, or places of business of such common carriers within some incorporated city or town, where there is a dispen- sary, or who shall aid in or consent to such removal, shall be subject to a penalty of fifty dollars and imprisonment for thirty days for every such offense Provided, That said penalty shall not apply to any liquor in transit when changed from car to car to facilitate transportation All such liquors intended for un- lawful sale in this State may be seized in transit, and proceeded against as if it were unlawfully kept and deposited in any place.",931,119,120,0,,Morgan
18920412,Acts,1892,SOUTH CAROLINA,"And any steamboat, sailing vessel, railroad, or express company, or other corporation, knowingly transporting or bringing such liquors into the State shall be punished upon conviction by a fine of five hundred dollars and costs for each offense.",245,120,120,0,,Morgan
18920413,Acts,1892,SOUTH CAROLINA,Knowl- edge on the part of any authorized agent of such company shall be deemed knowledge of the company.,105,120,120,0,,Morgan
18920414,Acts,1892,SOUTH CAROLINA,"The Governor shall have authority to appoint one or more State Constables at a salary of two dollars per day and ex- penses, when on duty, to see that this Act is enforced, the same to be charged to the expense account of the State Commissioner Sec.",249,120,120,0,,Morgan
18920415,Acts,1892,SOUTH CAROLINA,No law now in effect prohibiting the sale of intoxi- cating liquors in any of the Counties or towns of this State is repealed by this Act Sec.,142,120,120,0,,Morgan
18920416,Acts,1892,SOUTH CAROLINA,"28. All Acts and parts of Acts inconsistent with this Act are hereby repealed Approved December 24th, A. D, 1892 AN ACT to Permit CouNTY AND STATE OFFICERS To GIVE Bonps, AND ProcvuRE POoLIcIES oF ASSURANCE, INSUR- ANCE, GUARANTEE OR TRUST COMPANIES IN LIEU OF OFFICIAL BONDS WITH INDIVIDUAL SURETIES SECTION 1. Be it enacted, by the Senate and House of Repre- sentatives of the State of SOUTH CAROLINA, now met and sitting in General Assembly, and by the authority of the same, That from and after the passage of this Act, any County or State officer, who is now or may hereafter be required to give a bond condi- tioned for the faithful performance of his legal duties, with sureties, may, in lieu thereof, secure and furnish a bond of indemnity, or policy of assurance or insurance, for the amount now or hereafter required by law for such officer, written by a company duly corporated and empowered by law to execute bonds or policies of suretyship and of guarantee against loss by reason of defalcation, infidelity, misfeasance or malfeasance on the part of the assured.",1077,120,121,0,,Morgan
18920417,Acts,1892,SOUTH CAROLINA,"2. That said bond or policy shall be made payable, in case of loss, to the State.",81,121,121,0,,Morgan
18920418,Acts,1892,SOUTH CAROLINA,"3. That any foreign company empowered by its home charter to issue bonds or policies of suretyship may write said bonds in this State: Provided, That they comply with the law now of force in this State regulating foreign insurance compa- nies ; all of which law as now of force is hereby made applicable to companies issuing bonds or policies of suretyships: And pro- vided, further, That any such foreign company desiring to do business in this State shall first buy and deposit with the State Treasurer, or with such banking or trust company in this State as may be agreed upon by the said State Treasurer and such foreign company, the sum of twenty-five thousand dollars in State or United States bonds, as a guarantee of the solvency of said company ; and in case such deposit is made with a banking or trust company, said company shall certify the same to the State Treasurer, and the said bonds so deposited shall at all times be subject to the inspection of the said Treasurer; and said deposit shall remain in possession of said Treasurer so long as the said foreign companies carry any risks in this State.",1115,121,121,0,,Morgan
